Packet_Number,Timestamp,Data
30,2026-02-27 00:11:17,771.4285714285714|379.4871794871795|931.1355311355311|-488.64468864468864|523.8095238095239
31,2026-02-27 00:11:17,811.7216117216117|484.24908424908426|1021.978021978022|-525.2747252747253|301.0989010989011
32,2026-02-27 00:11:17,448.35164835164835|61.53846153846154|454.94505494505495|-1105.4945054945056|-205.86080586080587
33,2026-02-27 00:11:17,45.42124542124542|-288.64468864468864|227.83882783882783|-1282.051282051282|-283.5164835164835
34,2026-02-27 00:11:18,-131.86813186813185|-342.12454212454213|215.3846153846154|-1300.3663003663003|-260.0732600732601
35,2026-02-27 00:11:18,-32.967032967032964|-287.9120879120879|295.23809523809524|-1268.131868131868|-229.3040293040293
36,2026-02-27 00:11:18,-102.56410256410257|-201.46520146520146|267.3992673992674|-1325.2747252747254|-302.56410256410254
37,2026-02-27 00:11:18,-87.17948717948718|-243.95604395604394|267.3992673992674|-1350.1831501831502|-351.64835164835165
38,2026-02-27 00:11:18,-94.50549450549451|-293.7728937728938|301.83150183150184|-1338.4615384615386|-296.7032967032967
39,2026-02-27 00:11:18,-84.24908424908425|-336.2637362637363|271.79487179487177|-1365.5677655677655|-403.6630036630037
40,2026-02-27 00:11:18,-154.57875457875457|-308.42490842490844|342.12454212454213|-1291.5750915750916|-277.65567765567766
41,2026-02-27 00:11:18,-179.48717948717947|-295.97069597069594|381.68498168498166|-1294.5054945054944|-383.1501831501831
42,2026-02-27 00:11:18,-191.2087912087912|-306.959706959707|365.56776556776555|-1279.85347985348|-296.7032967032967
43,2026-02-27 00:11:18,-230.03663003663004|-166.3003663003663|405.86080586080584|-1247.6190476190477|-265.9340659340659
44,2026-02-27 00:11:18,-123.80952380952381|-156.7765567765568|453.4798534798535|-1158.2417582417581|-238.0952380952381
45,2026-02-27 00:11:18,-79.85347985347985|-53.47985347985348|490.1098901098901|-1200.7326007326008|-248.35164835164835
46,2026-02-27 00:11:18,-78.3882783882784|-75.45787545787546|494.5054945054945|-1151.6483516483515|-227.83882783882783
47,2026-02-27 00:11:18,-73.99267399267399|149.45054945054946|1499.6336996336997|488.64468864468864|900.3663003663004
48,2026-02-27 00:11:18,-227.83882783882783|-639.5604395604396|308.42490842490844|-1132.6007326007325|-195.6043956043956
49,2026-02-27 00:11:18,-182.41758241758242|-13.91941391941392|594.1391941391942|-1069.5970695970695|-200.0
50,2026-02-27 00:11:18,-75.45787545787546|17.582417582417584|600.7326007326008|-1001.4652014652015|-127.47252747252747
51,2026-02-27 00:11:18,-56.41025641025641|87.91208791208791|816.8498168498169|-803.6630036630037|-19.78021978021978
52,2026-02-27 00:11:18,53.47985347985348|131.86813186813185|960.4395604395604|-657.1428571428571|148.71794871794873
53,2026-02-27 00:11:18,222.71062271062272|427.83882783882785|1393.4065934065934|-387.54578754578756|353.84615384615387
54,2026-02-27 00:11:18,326.007326007326|483.5164835164835|1203.6630036630036|-520.1465201465202|37.362637362637365
55,2026-02-27 00:11:18,-115.01831501831502|88.64468864468864|578.7545787545788|-1036.6300366300366|-383.8827838827839
56,2026-02-27 00:11:18,-340.65934065934067|-172.16117216117217|371.42857142857144|-1054.2124542124543|-371.42857142857144
57,2026-02-27 00:11:18,-396.3369963369963|-150.1831501831502|500.3663003663004|-989.7435897435897|-399.26739926739924
58,2026-02-27 00:11:19,-400.73260073260076|-176.55677655677655|558.974358974359|-942.8571428571429|-356.7765567765568
59,2026-02-27 00:11:19,-412.45421245421244|-157.50915750915752|579.4871794871794|-910.6227106227107|-360.43956043956047
60,2026-02-27 00:11:19,-439.56043956043953|-181.6849816849817|501.83150183150184|-953.1135531135532|-454.94505494505495
61,2026-02-27 00:11:19,-463.003663003663|-95.23809523809524|605.8608058608058|-877.6556776556777|-401.46520146520146
62,2026-02-27 00:11:19,-428.57142857142856|-74.72527472527473|583.8827838827839|-821.2454212454212|-354.57875457875457
63,2026-02-27 00:11:19,-408.05860805860806|-113.55311355311355|561.1721611721612|-791.2087912087912|-356.7765567765568
64,2026-02-27 00:11:19,-424.1758241758242|-95.97069597069597|687.9120879120879|-690.8424908424909|-275.45787545787545
65,2026-02-27 00:11:19,-360.43956043956047|-32.234432234432234|717.2161172161173|-673.2600732600732|-290.84249084249086
66,2026-02-27 00:11:19,-434.43223443223445|8.058608058608058|861.5384615384615|-657.1428571428571|-287.1794871794872
67,2026-02-27 00:11:19,-427.83882783882785|65.2014652014652|816.1172161172161|-570.6959706959707|-207.32600732600733
68,2026-02-27 00:11:19,-355.3113553113553|137.72893772893772|764.8351648351648|-564.8351648351648|-194.87179487179486
69,2026-02-27 00:11:19,-396.3369963369963|28.571428571428573|810.989010989011|-591.2087912087912|-275.45787545787545
70,2026-02-27 00:11:19,-484.98168498168496|42.49084249084249|791.9413919413919|-512.0879120879121|-208.7912087912088
71,2026-02-27 00:11:19,-235.16483516483515|895.2380952380952|1499.6336996336997|719.4139194139194|-290.84249084249086
72,2026-02-27 00:11:19,-1064.4688644688645|-295.23809523809524|575.0915750915751|-490.1098901098901|-242.49084249084248
73,2026-02-27 00:11:19,-547.985347985348|110.62271062271063|734.7985347985348|-441.75824175824175|-170.6959706959707
74,2026-02-27 00:11:19,-377.2893772893773|123.80952380952381|796.3369963369963|-328.93772893772893|-56.41025641025641
75,2026-02-27 00:11:19,-318.68131868131866|224.9084249084249|1052.7472527472528|-145.78754578754578|97.43589743589743
76,2026-02-27 00:11:19,-284.24908424908426|440.2930402930403|1104.7619047619048|-13.186813186813186|334.7985347985348
77,2026-02-27 00:11:19,-31.501831501831504|576.5567765567765|1499.6336996336997|148.71794871794873|479.8534798534798
78,2026-02-27 00:11:19,31.501831501831504|567.7655677655678|1321.6117216117216|-114.28571428571429|-5.128205128205129
79,2026-02-27 00:11:19,-574.3589743589744|57.142857142857146|590.4761904761905|-575.0915750915751|-359.7069597069597
80,2026-02-27 00:11:19,-824.1758241758242|-161.9047619047619|494.5054945054945|-604.3956043956044|-340.65934065934067
81,2026-02-27 00:11:19,-813.1868131868132|-208.05860805860806|497.43589743589746|-506.2271062271062|-322.34432234432234
82,2026-02-27 00:11:19,-873.992673992674|-207.32600732600733|466.6666666666667|-535.5311355311355|-334.7985347985348
83,2026-02-27 00:11:19,-852.7472527472528|-164.83516483516485|413.9194139194139|-462.27106227106225|-261.53846153846155
84,2026-02-27 00:11:20,-875.4578754578755|-106.22710622710623|416.8498168498169|-530.4029304029305|-275.45787545787545
85,2026-02-27 00:11:20,-942.1245421245421|-87.17948717948718|502.56410256410254|-445.42124542124543|-158.24175824175825
86,2026-02-27 00:11:20,-832.967032967033|-52.014652014652015|571.4285714285714|-366.3003663003663|-133.33333333333334
87,2026-02-27 00:11:20,-856.4102564102565|-82.78388278388279|526.007326007326|-334.7985347985348|-129.67032967032966
88,2026-02-27 00:11:20,-918.6813186813187|-71.06227106227107|607.3260073260074|-337.72893772893775|-38.095238095238095
89,2026-02-27 00:11:20,-827.8388278388278|3.663003663003663|513.5531135531136|-347.25274725274727|16.84981684981685
90,2026-02-27 00:11:20,-873.992673992674|-25.641025641025642|547.985347985348|-366.3003663003663|30.036630036630036
91,2026-02-27 00:11:20,-926.7399267399268|22.71062271062271|594.1391941391942|-323.8095238095238|40.29304029304029
92,2026-02-27 00:11:20,-927.4725274725274|5.128205128205129|497.43589743589746|-305.4945054945055|16.84981684981685
93,2026-02-27 00:11:20,-1055.6776556776556|-126.73992673992674|510.6227106227106|-267.3992673992674|84.24908424908425
94,2026-02-27 00:11:20,-844.6886446886447|520.8791208791209|1499.6336996336997|1499.6336996336997|745.054945054945
95,2026-02-27 00:11:20,-1402.1978021978023|-550.1831501831501|179.48717948717947|-260.0732600732601|191.2087912087912
96,2026-02-27 00:11:20,-938.4615384615385|-68.13186813186813|557.5091575091575|-202.93040293040292|274.72527472527474
97,2026-02-27 00:11:20,-898.1684981684982|71.7948717948718|509.15750915750914|-145.78754578754578|338.46153846153845
98,2026-02-27 00:11:20,-846.1538461538462|116.48351648351648|654.2124542124542|-63.73626373626374|456.4102564102564
99,2026-02-27 00:11:20,-752.3809523809524|257.14285714285717|791.2087912087912|137.72893772893772|762.6373626373627
100,2026-02-27 00:11:20,-564.1025641025641|428.57142857142856|1007.3260073260074|307.6923076923077|906.2271062271062
101,2026-02-27 00:11:20,-522.3443223443223|359.7069597069597|819.047619047619|106.95970695970696|487.9120879120879
102,2026-02-27 00:11:20,-957.5091575091575|-109.15750915750915|367.032967032967|-299.6336996336996|193.4065934065934
103,2026-02-27 00:11:20,-1291.5750915750916|-235.89743589743588|182.41758241758242|-405.12820512820514|227.83882783882783
104,2026-02-27 00:11:20,-1246.1538461538462|-182.41758241758242|202.93040293040292|-334.7985347985348|324.54212454212455
105,2026-02-27 00:11:20,-1201.4652014652015|-176.55677655677655|158.24175824175825|-211.7216117216117|334.7985347985348
106,2026-02-27 00:11:20,-1271.062271062271|-176.55677655677655|186.8131868131868|-243.95604395604394|312.0879120879121
107,2026-02-27 00:11:20,-1252.7472527472528|-182.41758241758242|279.8534798534798|-194.87179487179486|367.032967032967
108,2026-02-27 00:11:21,-1249.084249084249|-236.63003663003664|177.28937728937728|-242.49084249084248|449.0842490842491
109,2026-02-27 00:11:21,-1298.1684981684982|-270.3296703296703|255.67765567765568|-266.6666666666667|473.992673992674
110,2026-02-27 00:11:21,-1259.3406593406594|-156.04395604395606|204.3956043956044|-282.7838827838828|460.8058608058608
111,2026-02-27 00:11:21,-1257.142857142857|-213.1868131868132|157.50915750915752|-319.4139194139194|456.4102564102564
112,2026-02-27 00:11:21,-1303.2967032967033|-193.4065934065934|133.33333333333334|-157.50915750915752|513.5531135531136
113,2026-02-27 00:11:21,-1250.5494505494505|-153.84615384615384|194.13919413919413|-54.94505494505494|553.1135531135532
114,2026-02-27 00:11:21,-1256.4102564102564|-169.23076923076923|172.16117216117217|-38.827838827838825|595.6043956043956
115,2026-02-27 00:11:21,-1219.7802197802198|-24.175824175824175|275.45787545787545|-9.523809523809524|591.2087912087912
116,2026-02-27 00:11:21,-1212.4542124542124|-109.15750915750915|156.04395604395606|-67.3992673992674|627.8388278388278
117,2026-02-27 00:11:21,-1224.1758241758241|-80.58608058608058|103.2967032967033|-81.31868131868131|947.2527472527472
118,2026-02-27 00:11:21,-214.65201465201466|1499.6336996336997|1213.919413919414|72.52747252747253|156.04395604395606
119,2026-02-27 00:11:21,-1500.3663003663003|-120.87912087912088|131.13553113553112|-72.52747252747253|753.8461538461538
120,2026-02-27 00:11:21,-1178.7545787545787|-98.9010989010989|125.27472527472527|27.106227106227106|791.9413919413919
121,2026-02-27 00:11:21,-1084.981684981685|-53.47985347985348|219.78021978021977|68.13186813186813|757.5091575091575
122,2026-02-27 00:11:21,-1093.7728937728937|-5.128205128205129|243.95604395604394|224.9084249084249|975.0915750915751
123,2026-02-27 00:11:21,-873.992673992674|254.21245421245422|371.42857142857144|459.34065934065933|1446.886446886447
124,2026-02-27 00:11:21,-569.2307692307693|519.4139194139194|568.4981684981685|509.8901098901099|1499.6336996336997
125,2026-02-27 00:11:21,-637.3626373626373|321.61172161172163|226.37362637362637|119.41391941391942|922.3443223443223
126,2026-02-27 00:11:21,-1091.5750915750916|-227.83882783882783|-150.1831501831502|-136.996336996337|541.3919413919414
127,2026-02-27 00:11:21,-1285.7142857142858|-312.8205128205128|-207.32600732600733|-194.13919413919413|570.6959706959707
128,2026-02-27 00:11:21,-1257.8754578754579|-282.05128205128204|-172.16117216117217|-120.87912087912088|708.4249084249084
129,2026-02-27 00:11:21,-1224.1758241758241|-331.86813186813185|-207.32600732600733|-123.80952380952381|687.9120879120879
130,2026-02-27 00:11:21,-1227.1062271062272|-384.61538461538464|-293.7728937728938|-179.48717948717947|690.8424908424909
131,2026-02-27 00:11:21,-1189.010989010989|-337.72893772893775|-284.24908424908426|-200.0|651.2820512820513
132,2026-02-27 00:11:21,-1143.5897435897436|-309.15750915750914|-336.2637362637363|-208.7912087912088|690.8424908424909
133,2026-02-27 00:11:22,-1136.996336996337|-320.1465201465202|-264.46886446886447|-133.33333333333334|731.1355311355311
134,2026-02-27 00:11:22,-1065.934065934066|-287.9120879120879|-257.87545787545787|-47.61904761904762|684.981684981685
135,2026-02-27 00:11:22,-1071.062271062271|-334.7985347985348|-309.8901098901099|-30.036630036630036|784.6153846153846
136,2026-02-27 00:11:22,-920.1465201465202|-238.0952380952381|-227.83882783882783|41.02564102564103|853.4798534798534
137,2026-02-27 00:11:22,-871.7948717948718|-193.4065934065934|-263.003663003663|-27.106227106227106|834.4322344322344
138,2026-02-27 00:11:22,-894.5054945054945|-204.3956043956044|-230.76923076923077|30.76923076923077|992.6739926739926
139,2026-02-27 00:11:22,-789.7435897435897|-180.95238095238096|-277.65567765567766|-30.036630036630036|806.5934065934066
140,2026-02-27 00:11:22,-882.7838827838827|-238.0952380952381|-367.032967032967|27.106227106227106|899.6336996336996
141,2026-02-27 00:11:22,-767.032967032967|125.27472527472527|740.6593406593406|1499.6336996336997|1499.6336996336997
142,2026-02-27 00:11:22,-903.2967032967033|-831.5018315018315|-701.0989010989011|-66.66666666666667|778.7545787545788
143,2026-02-27 00:11:22,-797.8021978021978|-242.49084249084248|-381.68498168498166|35.16483516483517|932.6007326007326
144,2026-02-27 00:11:22,-611.7216117216117|-100.36630036630036|-320.1465201465202|132.6007326007326|958.2417582417582
145,2026-02-27 00:11:22,-512.0879120879121|-54.21245421245421|-295.23809523809524|255.67765567765568|1083.5164835164835
146,2026-02-27 00:11:22,-468.86446886446885|99.63369963369964|-37.362637362637365|421.24542124542126|1499.6336996336997
147,2026-02-27 00:11:22,-176.55677655677655|320.8791208791209|131.13553113553112|674.7252747252747|1499.6336996336997
148,2026-02-27 00:11:22,-71.06227106227107|358.24175824175825|27.83882783882784|362.6373626373626|1231.5018315018315
149,2026-02-27 00:11:22,-482.7838827838828|-150.1831501831502|-497.43589743589746|-31.501831501831504|626.3736263736264
150,2026-02-27 00:11:22,-742.1245421245421|-369.96336996337|-753.8461538461538|-246.8864468864469|594.1391941391942
151,2026-02-27 00:11:22,-813.919413919414|-394.87179487179486|-720.1465201465202|-150.1831501831502|585.3479853479854
152,2026-02-27 00:11:22,-765.5677655677656|-358.24175824175825|-727.4725274725274|-79.85347985347985|529.6703296703297
153,2026-02-27 00:11:22,-758.2417582417582|-352.3809523809524|-797.8021978021978|-112.82051282051282|600.0
154,2026-02-27 00:11:22,-665.934065934066|-355.3113553113553|-812.4542124542124|-40.29304029304029|630.0366300366301
155,2026-02-27 00:11:22,-645.4212454212454|-323.0769230769231|-765.5677655677656|-122.34432234432235|597.0695970695971
156,2026-02-27 00:11:22,-603.6630036630037|-271.79487179487177|-772.8937728937728|-53.47985347985348|711.3553113553113
157,2026-02-27 00:11:22,-582.4175824175824|-226.37362637362637|-754.5787545787546|-9.523809523809524|629.3040293040293
158,2026-02-27 00:11:22,-602.1978021978022|-229.3040293040293|-824.9084249084249|53.47985347985348|677.6556776556777
159,2026-02-27 00:11:23,-544.3223443223443|-150.1831501831502|-744.3223443223443|-40.29304029304029|699.6336996336996
160,2026-02-27 00:11:23,-481.31868131868134|-159.7069597069597|-802.1978021978022|-11.72161172161172|714.2857142857143
161,2026-02-27 00:11:23,-449.0842490842491|-30.036630036630036|-745.054945054945|-41.02564102564103|619.047619047619
162,2026-02-27 00:11:23,-447.6190476190476|-113.55311355311355|-852.014652014652|33.6996336996337|558.2417582417582
163,2026-02-27 00:11:23,-533.3333333333334|-172.16117216117217|-885.7142857142857|262.27106227106225|1499.6336996336997
164,2026-02-27 00:11:23,1028.5714285714287|1232.967032967033|-837.3626373626373|-476.9230769230769|266.6666666666667
165,2026-02-27 00:11:23,-576.5567765567765|-71.06227106227107|-860.07326007326|84.24908424908425|702.5641025641025
166,2026-02-27 00:11:23,-346.5201465201465|60.8058608058608|-834.4322344322344|91.57509157509158|817.5824175824176
167,2026-02-27 00:11:23,-213.91941391941393|196.33699633699635|-755.3113553113553|216.84981684981685|824.9084249084249
168,2026-02-27 00:11:23,-107.6923076923077|245.42124542124543|-743.5897435897435|284.98168498168496|917.9487179487179
169,2026-02-27 00:11:23,-6.593406593406593|554.5787545787546|-463.7362637362637|502.56410256410254|1378.021978021978
170,2026-02-27 00:11:23,216.84981684981685|693.7728937728938|-368.4981684981685|509.15750915750914|1010.2564102564103
171,2026-02-27 00:11:23,-8.791208791208792|435.16483516483515|-813.1868131868132|72.52747252747253|538.4615384615385
172,2026-02-27 00:11:23,-391.94139194139194|115.01831501831502|-1142.857142857143|-155.3113553113553|312.8205128205128
173,2026-02-27 00:11:23,-412.45421245421244|-32.234432234432234|-1282.7838827838827|-158.24175824175825|273.2600732600733
174,2026-02-27 00:11:23,-394.13919413919416|57.875457875457876|-1212.4542124542124|-175.0915750915751|384.61538461538464
175,2026-02-27 00:11:23,-287.9120879120879|151.64835164835165|-1180.952380952381|-107.6923076923077|348.71794871794873
176,2026-02-27 00:11:23,-352.3809523809524|233.6996336996337|-1204.3956043956043|-126.00732600732601|400.73260073260076
177,2026-02-27 00:11:23,-355.3113553113553|239.56043956043956|-1180.952380952381|-49.81684981684982|294.5054945054945
178,2026-02-27 00:11:23,-322.34432234432234|265.2014652014652|-1209.5238095238096|-76.92307692307692|286.4468864468864
179,2026-02-27 00:11:23,-298.16849816849816|361.17216117216117|-1184.6153846153845|-114.28571428571429|361.17216117216117
180,2026-02-27 00:11:23,-299.6336996336996|383.1501831501831|-1222.7106227106226|-55.67765567765568|307.6923076923077
181,2026-02-27 00:11:23,-208.7912087912088|424.1758241758242|-1258.6080586080586|-113.55311355311355|427.83882783882785
182,2026-02-27 00:11:23,-142.85714285714286|453.4798534798535|-1238.8278388278388|-47.61904761904762|238.82783882783883
183,2026-02-27 00:11:24,-224.17582417582418|444.6886446886447|-1213.1868131868132|-43.223443223443226|280.5860805860806
184,2026-02-27 00:11:24,-120.14652014652015|558.974358974359|-1213.919413919414|-21.245421245421245|394.87179487179486
185,2026-02-27 00:11:24,-224.9084249084249|465.2014652014652|-1260.805860805861|13.91941391941392|272.5274725274725
186,2026-02-27 00:11:24,-136.996336996337|548.7179487179487|-1275.4578754578754|104.02930402930403|1089.3772893772893
187,2026-02-27 00:11:24,1446.886446886447|1499.6336996336997|-759.7069597069597|-473.992673992674|-65.2014652014652
188,2026-02-27 00:11:24,-190.47619047619048|580.2197802197802|-1284.981684981685|-88.64468864468864|277.65567765567766
189,2026-02-27 00:11:24,5.128205128205129|756.0439560439561|-1200.0|-52.014652014652015|405.12820512820514
190,2026-02-27 00:11:24,21.978021978021978|830.0366300366301|-1120.8791208791208|72.52747252747253|371.42857142857144
191,2026-02-27 00:11:24,32.234432234432234|890.1098901098901|-1050.5494505494505|203.66300366300365|501.83150183150184
192,2026-02-27 00:11:24,155.3113553113553|1145.0549450549452|-806.5934065934066|435.8974358974359|619.047619047619
193,2026-02-27 00:11:24,460.0732600732601|1397.069597069597|-715.7509157509157|495.23809523809524|629.3040293040293
194,2026-02-27 00:11:24,334.0659340659341|1142.857142857143|-1070.3296703296703|-1.465201465201465|169.23076923076923
195,2026-02-27 00:11:24,-136.996336996337|638.0952380952381|-1421.2454212454213|-265.9340659340659|-101.0989010989011
196,2026-02-27 00:11:24,-194.13919413919413|624.9084249084249|-1467.3992673992675|-331.13553113553115|26.373626373626372
197,2026-02-27 00:11:24,-167.76556776556777|654.945054945055|-1392.6739926739926|-244.6886446886447|-59.34065934065934
198,2026-02-27 00:11:24,-172.16117216117217|654.945054945055|-1389.010989010989|-265.9340659340659|-16.117216117216117
199,2026-02-27 00:11:24,-202.93040293040292|769.9633699633699|-1329.6703296703297|-239.56043956043956|-51.282051282051285
200,2026-02-27 00:11:24,-194.13919413919413|676.1904761904761|-1387.5457875457876|-224.9084249084249|-113.55311355311355
201,2026-02-27 00:11:24,-211.7216117216117|731.8681318681319|-1389.7435897435898|-254.21245421245422|-98.16849816849818
202,2026-02-27 00:11:24,-109.15750915750915|737.7289377289377|-1350.915750915751|-290.1098901098901|-119.41391941391942
203,2026-02-27 00:11:24,-213.1868131868132|638.0952380952381|-1372.161172161172|-301.0989010989011|-170.6959706959707
204,2026-02-27 00:11:24,-74.72527472527473|803.6630036630037|-1221.978021978022|-229.3040293040293|-141.3919413919414
205,2026-02-27 00:11:24,-24.90842490842491|782.4175824175824|-1199.2673992673992|-172.8937728937729|-153.1135531135531
206,2026-02-27 00:11:24,-7.326007326007326|901.8315018315018|-1118.6813186813188|-153.1135531135531|-125.27472527472527
207,2026-02-27 00:11:24,-12.454212454212454|972.1611721611722|-1046.886446886447|-142.12454212454213|-112.08791208791209
208,2026-02-27 00:11:25,-87.17948717948718|829.3040293040293|-1165.5677655677655|-212.45421245421247|-109.89010989010988
209,2026-02-27 00:11:25,-8.058608058608058|1013.919413919414|-1069.5970695970695|-54.94505494505494|255.67765567765568
210,2026-02-27 00:11:25,1197.8021978021977|1499.6336996336997|-168.4981684981685|-525.2747252747253|-741.3919413919414
211,2026-02-27 00:11:25,-322.34432234432234|800.7326007326008|-1083.5164835164835|-263.7362637362637|-154.57875457875457
212,2026-02-27 00:11:25,52.014652014652015|935.5311355311355|-976.5567765567765|-201.46520146520146|-136.996336996337
213,2026-02-27 00:11:25,91.57509157509158|1026.3736263736264|-900.3663003663004|-126.00732600732601|-131.86813186813185
214,2026-02-27 00:11:25,289.3772893772894|1279.85347985348|-684.2490842490843|51.282051282051285|-24.90842490842491
215,2026-02-27 00:11:25,389.010989010989|1438.8278388278388|-473.992673992674|296.7032967032967|175.82417582417582
216,2026-02-27 00:11:25,498.9010989010989|1499.6336996336997|-276.9230769230769|353.84615384615387|210.25641025641025
217,2026-02-27 00:11:25,486.4468864468864|1380.2197802197802|-704.0293040293041|-145.78754578754578|-299.6336996336996
218,2026-02-27 00:11:25,-97.43589743589743|819.047619047619|-1045.4212454212454|-437.3626373626374|-509.8901098901099
219,2026-02-27 00:11:25,-77.65567765567765|737.7289377289377|-1034.4322344322345|-436.6300366300366|-595.6043956043956
220,2026-02-27 00:11:25,-153.84615384615384|765.5677655677656|-1033.6996336996338|-408.05860805860806|-510.6227106227106
221,2026-02-27 00:11:25,-149.45054945054946|778.021978021978|-951.6483516483516|-380.2197802197802|-565.5677655677656
222,2026-02-27 00:11:25,-249.08424908424908|717.2161172161173|-923.0769230769231|-404.3956043956044|-677.6556776556777
223,2026-02-27 00:11:25,-243.95604395604394|649.8168498168499|-923.8095238095239|-384.61538461538464|-613.1868131868132
224,2026-02-27 00:11:25,-38.827838827838825|679.8534798534798|-928.9377289377289|-371.42857142857144|-682.0512820512821
225,2026-02-27 00:11:25,-112.82051282051282|660.8058608058608|-879.8534798534798|-337.72893772893775|-673.2600732600732
226,2026-02-27 00:11:25,18.315018315018314|783.1501831501831|-857.8754578754579|-358.24175824175825|-623.4432234432235
227,2026-02-27 00:11:25,-32.967032967032964|810.989010989011|-720.1465201465202|-238.0952380952381|-604.3956043956044
228,2026-02-27 00:11:25,-25.641025641025642|946.5201465201466|-658.6080586080586|-220.51282051282053|-675.4578754578755
229,2026-02-27 00:11:25,12.454212454212454|906.2271062271062|-680.5860805860806|-141.3919413919414|-553.1135531135532
230,2026-02-27 00:11:25,-15.384615384615385|890.1098901098901|-671.7948717948718|-214.65201465201466|-684.981684981685
231,2026-02-27 00:11:25,-37.362637362637365|809.5238095238095|-635.1648351648352|-205.86080586080587|-743.5897435897435
232,2026-02-27 00:11:25,116.48351648351648|1366.3003663003662|500.3663003663004|1499.6336996336997|-8.791208791208792
233,2026-02-27 00:11:25,-236.63003663003664|180.95238095238096|-789.010989010989|-194.13919413919413|-791.2087912087912
234,2026-02-27 00:11:26,53.47985347985348|684.981684981685|-661.5384615384615|-103.2967032967033|-696.7032967032967
235,2026-02-27 00:11:26,126.00732600732601|874.7252747252747|-473.992673992674|-13.186813186813186|-635.1648351648352
236,2026-02-27 00:11:26,219.78021978021977|810.989010989011|-383.8827838827839|115.01831501831502|-557.5091575091575
237,2026-02-27 00:11:26,306.959706959707|1143.5897435897436|-168.4981684981685|387.54578754578756|-358.24175824175825
238,2026-02-27 00:11:26,506.2271062271062|1499.6336996336997|98.9010989010989|573.6263736263736|-238.0952380952381
239,2026-02-27 00:11:26,561.1721611721612|1499.6336996336997|-16.84981684981685|408.7912087912088|-588.2783882783883
240,2026-02-27 00:11:26,98.9010989010989|761.1721611721612|-495.97069597069594|-65.2014652014652|-1043.956043956044
