Packet_Number,Timestamp,Data
241,2026-02-27 00:11:26,-120.87912087912088|545.7875457875458|-705.4945054945055|-154.57875457875457|-1049.084249084249
242,2026-02-27 00:11:26,-88.64468864468864|501.83150183150184|-570.6959706959707|-60.8058608058608|-1055.6776556776556
243,2026-02-27 00:11:26,-73.26007326007326|476.1904761904762|-547.2527472527472|-43.223443223443226|-1073.992673992674
244,2026-02-27 00:11:26,13.91941391941392|487.1794871794872|-501.0989010989011|22.71062271062271|-1109.89010989011
245,2026-02-27 00:11:26,-32.234432234432234|447.6190476190476|-436.6300366300366|10.989010989010989|-1174.3589743589744
246,2026-02-27 00:11:26,-115.01831501831502|504.02930402930406|-417.5824175824176|62.27106227106227|-1131.1355311355312
247,2026-02-27 00:11:26,-76.92307692307692|547.985347985348|-342.12454212454213|160.43956043956044|-1165.5677655677655
248,2026-02-27 00:11:26,-79.85347985347985|590.4761904761905|-379.4871794871795|230.76923076923077|-1055.6776556776556
249,2026-02-27 00:11:26,-90.10989010989012|607.3260073260074|-352.3809523809524|213.1868131868132|-1098.1684981684982
250,2026-02-27 00:11:26,-80.58608058608058|529.6703296703297|-331.13553113553115|302.56410256410254|-1084.981684981685
251,2026-02-27 00:11:26,18.315018315018314|575.0915750915751|-308.42490842490844|324.54212454212455|-1093.0402930402931
252,2026-02-27 00:11:26,78.3882783882784|452.01465201465203|-317.2161172161172|449.0842490842491|-1080.5860805860807
253,2026-02-27 00:11:26,26.373626373626372|454.94505494505495|-355.3113553113553|367.032967032967|-1145.7875457875457
254,2026-02-27 00:11:26,52.014652014652015|396.3369963369963|-298.9010989010989|403.6630036630037|-1196.3369963369964
255,2026-02-27 00:11:26,33.6996336996337|578.021978021978|412.45421245421244|1499.6336996336997|418.31501831501834
256,2026-02-27 00:11:26,389.010989010989|-30.036630036630036|-493.040293040293|325.27472527472526|-1202.1978021978023
257,2026-02-27 00:11:26,81.31868131868131|468.13186813186815|-170.6959706959707|586.080586080586|-1156.043956043956
258,2026-02-27 00:11:27,21.245421245421245|582.4175824175824|-114.28571428571429|650.5494505494505|-1071.062271062271
259,2026-02-27 00:11:27,175.0915750915751|578.7545787545788|-48.35164835164835|824.1758241758242|-967.032967032967
260,2026-02-27 00:11:27,205.12820512820514|729.6703296703297|132.6007326007326|1071.7948717948718|-814.6520146520146
261,2026-02-27 00:11:27,457.14285714285717|841.7582417582418|308.42490842490844|1460.0732600732601|-638.8278388278388
262,2026-02-27 00:11:27,576.5567765567765|882.0512820512821|263.003663003663|1224.9084249084249|-949.4505494505495
263,2026-02-27 00:11:27,196.33699633699635|361.17216117216117|-160.43956043956044|578.021978021978|-1419.047619047619
264,2026-02-27 00:11:27,-132.6007326007326|101.83150183150182|-384.61538461538464|405.12820512820514|-1500.3663003663003
265,2026-02-27 00:11:27,-248.35164835164835|72.52747252747253|-320.8791208791209|474.72527472527474|-1500.3663003663003
266,2026-02-27 00:11:27,-192.67399267399267|97.43589743589743|-145.78754578754578|567.7655677655678|-1500.3663003663003
267,2026-02-27 00:11:27,-208.7912087912088|150.1831501831502|-153.1135531135531|619.047619047619|-1445.4212454212454
268,2026-02-27 00:11:27,-166.3003663003663|82.05128205128206|-230.76923076923077|567.7655677655678|-1482.7838827838827
269,2026-02-27 00:11:27,-205.86080586080587|101.83150183150182|-199.26739926739927|733.3333333333334|-1389.7435897435898
270,2026-02-27 00:11:27,-169.23076923076923|107.6923076923077|-182.41758241758242|721.6117216117216|-1433.6996336996338
271,2026-02-27 00:11:27,-147.25274725274724|31.501831501831504|-235.16483516483515|841.7582417582418|-1374.3589743589744
272,2026-02-27 00:11:27,-141.3919413919414|52.747252747252745|-123.80952380952381|764.1025641025641|-1414.6520146520147
273,2026-02-27 00:11:27,-123.07692307692308|46.15384615384615|-201.46520146520146|748.7179487179487|-1397.8021978021977
274,2026-02-27 00:11:27,-109.15750915750915|75.45787545787546|-106.22710622710623|787.5457875457876|-1344.3223443223444
275,2026-02-27 00:11:27,-68.13186813186813|39.56043956043956|-25.641025641025642|827.1062271062272|-1377.2893772893774
276,2026-02-27 00:11:27,-82.78388278388279|102.56410256410257|8.791208791208792|936.996336996337|-1238.095238095238
277,2026-02-27 00:11:27,-19.78021978021978|65.93406593406593|41.75824175824176|890.1098901098901|-1339.9267399267399
278,2026-02-27 00:11:27,-169.23076923076923|-60.8058608058608|-27.83882783882784|912.0879120879121|-1260.0732600732601
279,2026-02-27 00:11:27,-113.55311355311355|81.31868131868131|193.4065934065934|1499.6336996336997|85.71428571428571
280,2026-02-27 00:11:27,1484.981684981685|265.9340659340659|-416.8498168498169|394.13919413919416|-1467.3992673992675
281,2026-02-27 00:11:27,-178.02197802197801|-18.315018315018314|-16.117216117216117|1038.095238095238|-1164.8351648351647
282,2026-02-27 00:11:27,-27.106227106227106|-67.3992673992674|25.641025641025642|1093.0402930402931|-1099.6336996336997
283,2026-02-27 00:11:28,38.827838827838825|-3.663003663003663|85.71428571428571|1238.8278388278388|-976.5567765567765
284,2026-02-27 00:11:28,97.43589743589743|31.501831501831504|251.28205128205127|1338.4615384615386|-870.3296703296703
285,2026-02-27 00:11:28,266.6666666666667|273.2600732600733|489.3772893772894|1499.6336996336997|-622.7106227106227
286,2026-02-27 00:11:28,435.16483516483515|403.6630036630037|570.6959706959707|1499.6336996336997|-715.7509157509157
287,2026-02-27 00:11:28,168.4981684981685|-34.43223443223443|161.9047619047619|1051.2820512820513|-1176.5567765567766
288,2026-02-27 00:11:28,-305.4945054945055|-352.3809523809524|-75.45787545787546|684.981684981685|-1282.7838827838827
289,2026-02-27 00:11:28,-378.75457875457874|-446.15384615384613|-201.46520146520146|772.8937728937728|-1240.2930402930403
290,2026-02-27 00:11:28,-361.17216117216117|-352.3809523809524|-19.78021978021978|908.4249084249084|-1108.4249084249084
291,2026-02-27 00:11:28,-305.4945054945055|-431.5018315018315|-86.44688644688645|735.5311355311355|-1180.952380952381
292,2026-02-27 00:11:28,-378.75457875457874|-430.03663003663|-79.85347985347985|846.8864468864468|-1069.5970695970695
293,2026-02-27 00:11:28,-319.4139194139194|-493.040293040293|-100.36630036630036|780.2197802197802|-1049.8168498168498
294,2026-02-27 00:11:28,-336.996336996337|-544.3223443223443|-173.62637362637363|827.1062271062272|-1023.4432234432235
295,2026-02-27 00:11:28,-368.4981684981685|-487.1794871794872|-58.608058608058606|741.3919413919414|-1060.805860805861
296,2026-02-27 00:11:28,-353.84615384615387|-564.8351648351648|-79.12087912087912|843.9560439560439|-926.7399267399268
297,2026-02-27 00:11:28,-306.2271062271062|-552.3809523809524|91.57509157509158|793.4065934065934|-938.4615384615385
298,2026-02-27 00:11:28,-320.1465201465202|-498.16849816849816|72.52747252747253|802.1978021978022|-912.0879120879121
299,2026-02-27 00:11:28,-257.87545787545787|-458.6080586080586|-3.663003663003663|975.0915750915751|-838.8278388278388
300,2026-02-27 00:11:28,-306.959706959707|-521.6117216117216|44.688644688644686|960.4395604395604|-857.8754578754579
301,2026-02-27 00:11:28,-251.28205128205127|-505.4945054945055|128.2051282051282|978.7545787545788|-800.7326007326008
302,2026-02-27 00:11:28,-258.6080586080586|-527.4725274725274|65.2014652014652|928.9377289377289|-820.5128205128206
303,2026-02-27 00:11:28,-230.76923076923077|-522.3443223443223|53.47985347985348|994.1391941391942|-664.4688644688645
304,2026-02-27 00:11:28,-144.32234432234432|-509.15750915750914|123.80952380952381|943.5897435897435|-800.7326007326008
305,2026-02-27 00:11:28,-246.8864468864469|-545.054945054945|63.73626373626374|908.4249084249084|-595.6043956043956
306,2026-02-27 00:11:28,-180.95238095238096|-642.4908424908425|224.9084249084249|1499.6336996336997|576.5567765567765
307,2026-02-27 00:11:28,1499.6336996336997|-110.62271062271063|-226.37362637362637|419.7802197802198|-739.1941391941392
308,2026-02-27 00:11:28,-164.10256410256412|-583.8827838827839|119.41391941391942|881.3186813186813|-519.4139194139194
309,2026-02-27 00:11:29,-120.14652014652015|-682.0512820512821|98.16849816849818|1043.956043956044|-470.3296703296703
310,2026-02-27 00:11:29,10.989010989010989|-575.0915750915751|180.21978021978023|1069.5970695970695|-393.4065934065934
311,2026-02-27 00:11:29,110.62271062271063|-448.35164835164835|276.1904761904762|1238.8278388278388|-270.3296703296703
312,2026-02-27 00:11:29,290.84249084249086|-258.6080586080586|484.24908424908426|1499.6336996336997|62.27106227106227
313,2026-02-27 00:11:29,594.1391941391942|-221.97802197802199|649.0842490842491|1499.6336996336997|-41.75824175824176
314,2026-02-27 00:11:29,345.05494505494505|-569.9633699633699|182.41758241758242|861.5384615384615|-528.2051282051282
315,2026-02-27 00:11:29,-142.85714285714286|-955.3113553113553|-84.24908424908425|499.6336996336996|-667.3992673992674
316,2026-02-27 00:11:29,-188.2783882783883|-1080.5860805860807|-182.41758241758242|463.003663003663|-622.7106227106227
317,2026-02-27 00:11:29,-191.2087912087912|-1017.5824175824176|-71.06227106227107|453.4798534798535|-647.6190476190476
318,2026-02-27 00:11:29,-164.83516483516485|-1024.9084249084249|-54.94505494505494|570.6959706959707|-575.0915750915751
319,2026-02-27 00:11:29,-98.16849816849818|-1072.5274725274726|-54.21245421245421|484.24908424908426|-603.6630036630037
320,2026-02-27 00:11:29,-144.32234432234432|-1073.2600732600733|-49.81684981684982|635.1648351648352|-614.6520146520146
321,2026-02-27 00:11:29,-85.71428571428571|-1041.025641025641|-60.8058608058608|572.1611721611722|-507.6923076923077
322,2026-02-27 00:11:29,-73.99267399267399|-1112.820512820513|-154.57875457875457|605.8608058608058|-534.065934065934
323,2026-02-27 00:11:29,10.989010989010989|-1092.3076923076924|-111.35531135531136|617.5824175824176|-361.17216117216117
324,2026-02-27 00:11:29,75.45787545787546|-1112.820512820513|-81.31868131868131|500.3663003663004|-418.31501831501834
325,2026-02-27 00:11:29,194.13919413919413|-1127.4725274725274|-65.2014652014652|534.065934065934|-331.86813186813185
326,2026-02-27 00:11:29,120.14652014652015|-1190.4761904761904|-14.652014652014651|553.8461538461538|-393.4065934065934
327,2026-02-27 00:11:29,148.71794871794873|-1140.6593406593406|-25.641025641025642|525.2747252747253|-317.94871794871796
328,2026-02-27 00:11:29,308.42490842490844|-1117.2161172161173|31.501831501831504|503.2967032967033|-225.64102564102564
329,2026-02-27 00:11:29,307.6923076923077|-1104.029304029304|22.71062271062271|595.6043956043956|-254.21245421245422
330,2026-02-27 00:11:29,326.007326007326|-1106.9597069597069|6.593406593406593|544.3223443223443|-273.2600732600733
331,2026-02-27 00:11:29,483.5164835164835|-1049.084249084249|114.28571428571429|542.1245421245421|-293.7728937728938
332,2026-02-27 00:11:29,403.6630036630037|-1106.9597069597069|32.967032967032964|482.7838827838828|-265.2014652014652
333,2026-02-27 00:11:29,412.45421245421244|-1179.4871794871794|28.571428571428573|533.3333333333334|-12.454212454212454
334,2026-02-27 00:11:30,1499.6336996336997|348.71794871794873|1353.8461538461538|369.2307692307692|-768.4981684981685
335,2026-02-27 00:11:30,-31.501831501831504|-1402.1978021978023|64.46886446886447|390.4761904761905|-192.67399267399267
336,2026-02-27 00:11:30,591.2087912087912|-1158.2417582417581|73.99267399267399|452.01465201465203|-24.175824175824175
337,2026-02-27 00:11:30,652.7472527472528|-1178.7545787545787|145.78754578754578|531.1355311355311|-18.315018315018314
338,2026-02-27 00:11:30,787.5457875457876|-1083.5164835164835|251.28205128205127|651.2820512820513|163.36996336996336
339,2026-02-27 00:11:30,998.5347985347985|-922.3443223443223|402.1978021978022|803.6630036630037|397.8021978021978
340,2026-02-27 00:11:30,1468.8644688644688|-705.4945054945055|605.8608058608058|1001.4652014652015|522.3443223443223
341,2026-02-27 00:11:30,1429.3040293040292|-847.6190476190476|333.3333333333333|528.9377289377289|30.036630036630036
342,2026-02-27 00:11:30,682.7838827838827|-1402.1978021978023|-115.01831501831502|167.76556776556777|-271.79487179487177
343,2026-02-27 00:11:30,570.6959706959707|-1500.3663003663003|-240.2930402930403|10.989010989010989|-260.8058608058608
344,2026-02-27 00:11:30,523.8095238095239|-1500.3663003663003|-211.7216117216117|46.88644688644688|-238.0952380952381
345,2026-02-27 00:11:30,526.7399267399268|-1500.3663003663003|-214.65201465201466|38.827838827838825|-264.46886446886447
346,2026-02-27 00:11:30,619.047619047619|-1500.3663003663003|-120.14652014652015|-12.454212454212454|-319.4139194139194
347,2026-02-27 00:11:30,559.7069597069597|-1500.3663003663003|-192.67399267399267|-9.523809523809524|-208.7912087912088
348,2026-02-27 00:11:30,608.7912087912088|-1500.3663003663003|-123.80952380952381|-27.106227106227106|-145.05494505494505
349,2026-02-27 00:11:30,762.6373626373627|-1482.051282051282|-141.3919413919414|54.21245421245421|-160.43956043956044
350,2026-02-27 00:11:30,712.0879120879121|-1472.5274725274726|-130.4029304029304|-18.315018315018314|-147.25274725274724
351,2026-02-27 00:11:30,709.8901098901099|-1470.3296703296703|-123.80952380952381|30.036630036630036|-103.2967032967033
352,2026-02-27 00:11:30,884.981684981685|-1354.5787545787546|-135.53113553113553|-24.175824175824175|-15.384615384615385
353,2026-02-27 00:11:30,796.3369963369963|-1500.3663003663003|-142.12454212454213|-93.77289377289377|-52.747252747252745
354,2026-02-27 00:11:30,870.3296703296703|-1398.5347985347985|-126.73992673992674|-28.571428571428573|-66.66666666666667
355,2026-02-27 00:11:30,872.5274725274726|-1410.2564102564102|-193.4065934065934|-96.7032967032967|-28.571428571428573
356,2026-02-27 00:11:30,816.8498168498169|-1386.8131868131868|-125.27472527472527|-79.85347985347985|84.24908424908425
357,2026-02-27 00:11:30,875.4578754578755|-1316.4835164835165|-41.75824175824176|-72.52747252747253|102.56410256410257
358,2026-02-27 00:11:31,1019.047619047619|-1338.4615384615386|-207.32600732600733|-88.64468864468864|-5.128205128205129
359,2026-02-27 00:11:31,913.5531135531136|-1259.3406593406594|-120.87912087912088|-174.35897435897436|-32.234432234432234
360,2026-02-27 00:11:31,1147.2527472527472|-660.07326007326|1499.6336996336997|1225.6410256410256|755.3113553113553
361,2026-02-27 00:11:31,582.4175824175824|-1500.3663003663003|-391.94139194139194|-183.88278388278388|-2.197802197802198
362,2026-02-27 00:11:31,1001.4652014652015|-1189.7435897435898|-68.13186813186813|-94.50549450549451|52.747252747252745
363,2026-02-27 00:11:31,1165.5677655677655|-1074.7252747252746|-6.593406593406593|-144.32234432234432|112.08791208791209
364,2026-02-27 00:11:31,1169.96336996337|-1025.6410256410256|44.688644688644686|-48.35164835164835|242.49084249084248
365,2026-02-27 00:11:31,1394.871794871795|-849.8168498168499|197.06959706959708|87.17948717948718|460.8058608058608
366,2026-02-27 00:11:31,1499.6336996336997|-649.8168498168499|429.3040293040293|271.79487179487177|613.1868131868132
367,2026-02-27 00:11:31,1499.6336996336997|-557.5091575091575|348.71794871794873|6.593406593406593|344.32234432234435
368,2026-02-27 00:11:31,1011.7216117216117|-1046.886446886447|-213.1868131868132|-530.4029304029305|-32.967032967032964
369,2026-02-27 00:11:31,756.7765567765567|-1232.967032967033|-387.54578754578756|-535.5311355311355|-59.34065934065934
370,2026-02-27 00:11:31,769.9633699633699|-1154.5787545787546|-384.61538461538464|-557.5091575091575|-73.99267399267399
371,2026-02-27 00:11:31,723.8095238095239|-1152.3809523809523|-330.4029304029304|-525.2747252747253|-86.44688644688645
372,2026-02-27 00:11:31,959.7069597069597|-1049.8168498168498|-336.2637362637363|-618.3150183150183|13.91941391941392
373,2026-02-27 00:11:31,835.1648351648352|-1020.5128205128206|-320.1465201465202|-595.6043956043956|-141.3919413919414
374,2026-02-27 00:11:31,815.3846153846154|-1033.6996336996338|-328.93772893772893|-570.6959706959707|-13.91941391941392
375,2026-02-27 00:11:31,755.3113553113553|-1002.9304029304029|-301.0989010989011|-676.1904761904761|-43.223443223443226
376,2026-02-27 00:11:31,729.6703296703297|-958.974358974359|-301.0989010989011|-661.5384615384615|6.593406593406593
377,2026-02-27 00:11:31,819.047619047619|-944.3223443223443|-310.6227106227106|-759.7069597069597|76.19047619047619
378,2026-02-27 00:11:31,920.8791208791209|-901.0989010989011|-331.13553113553115|-660.07326007326|19.78021978021978
379,2026-02-27 00:11:31,865.934065934066|-804.3956043956044|-314.2857142857143|-694.5054945054945|65.2014652014652
380,2026-02-27 00:11:31,925.2747252747253|-778.7545787545788|-219.04761904761904|-638.8278388278388|53.47985347985348
381,2026-02-27 00:11:31,1007.3260073260074|-698.1684981684982|-236.63003663003664|-677.6556776556777|84.24908424908425
382,2026-02-27 00:11:31,929.6703296703297|-638.0952380952381|-149.45054945054946|-665.934065934066|59.34065934065934
383,2026-02-27 00:11:31,1045.4212454212454|-641.025641025641|-146.5201465201465|-687.9120879120879|61.53846153846154
384,2026-02-27 00:11:32,964.1025641025641|-674.7252747252747|-161.17216117216117|-687.9120879120879|39.56043956043956
385,2026-02-27 00:11:32,1000.0|-463.7362637362637|-50.54945054945055|-694.5054945054945|144.32234432234432
386,2026-02-27 00:11:32,927.4725274725274|-626.3736263736264|-191.2087912087912|-810.2564102564103|57.875457875457876
387,2026-02-27 00:11:32,843.2234432234433|-566.3003663003662|-120.14652014652015|-742.1245421245421|452.01465201465203
388,2026-02-27 00:11:32,1499.6336996336997|1086.4468864468865|849.0842490842491|-1043.956043956044|-378.75457875457874
389,2026-02-27 00:11:32,583.8827838827839|-601.4652014652015|-86.44688644688645|-778.7545787545788|157.50915750915752
390,2026-02-27 00:11:32,834.4322344322344|-522.3443223443223|-2.93040293040293|-774.3589743589744|217.58241758241758
391,2026-02-27 00:11:32,1042.4908424908424|-368.4981684981685|97.43589743589743|-684.981684981685|281.31868131868134
392,2026-02-27 00:11:32,1059.3406593406594|-309.8901098901099|123.80952380952381|-633.6996336996338|381.68498168498166
393,2026-02-27 00:11:32,1271.7948717948718|-107.6923076923077|357.5091575091575|-418.31501831501834|615.3846153846154
394,2026-02-27 00:11:32,1499.6336996336997|208.05860805860806|648.3516483516484|-301.83150183150184|678.3882783882784
395,2026-02-27 00:11:32,1499.6336996336997|40.29304029304029|389.010989010989|-764.1025641025641|166.3003663003663
396,2026-02-27 00:11:32,729.6703296703297|-434.43223443223445|-62.27106227106227|-1117.2161172161173|-142.85714285714286
397,2026-02-27 00:11:32,427.83882783882785|-529.6703296703297|-169.23076923076923|-1220.5128205128206|-126.73992673992674
398,2026-02-27 00:11:32,541.3919413919414|-532.6007326007326|-132.6007326007326|-1210.989010989011|-135.53113553113553
399,2026-02-27 00:11:32,499.6336996336996|-494.5054945054945|-63.73626373626374|-1210.989010989011|-125.27472527472527
400,2026-02-27 00:11:32,536.996336996337|-473.2600732600733|-61.53846153846154|-1189.7435897435898|-27.106227106227106
401,2026-02-27 00:11:32,522.3443223443223|-449.8168498168498|30.036630036630036|-1232.2344322344322|-169.23076923076923
402,2026-02-27 00:11:32,479.8534798534798|-477.65567765567766|62.27106227106227|-1152.3809523809523|-93.77289377289377
403,2026-02-27 00:11:32,503.2967032967033|-463.7362637362637|43.956043956043956|-1212.4542124542124|-79.85347985347985
404,2026-02-27 00:11:32,504.02930402930406|-446.15384615384613|156.04395604395606|-1210.989010989011|18.315018315018314
405,2026-02-27 00:11:32,541.3919413919414|-418.31501831501834|121.6117216117216|-1260.805860805861|12.454212454212454
406,2026-02-27 00:11:32,369.96336996337|-450.54945054945057|222.71062271062272|-1200.7326007326008|10.989010989010989
407,2026-02-27 00:11:32,489.3772893772894|-225.64102564102564|271.79487179487177|-1282.051282051282|62.27106227106227
408,2026-02-27 00:11:32,485.7142857142857|-238.0952380952381|290.84249084249086|-1342.857142857143|46.15384615384615
409,2026-02-27 00:11:33,430.03663003663|-192.67399267399267|340.65934065934067|-1329.6703296703297|87.91208791208791
410,2026-02-27 00:11:33,485.7142857142857|-188.2783882783883|438.0952380952381|-1284.981684981685|42.49084249084249
411,2026-02-27 00:11:33,534.065934065934|-88.64468864468864|495.97069597069594|-1256.4102564102564|-16.84981684981685
412,2026-02-27 00:11:33,324.54212454212455|-154.57875457875457|452.01465201465203|-1295.2380952380952|4.395604395604396
413,2026-02-27 00:11:33,532.6007326007326|-108.42490842490842|529.6703296703297|-1200.7326007326008|427.1062271062271
414,2026-02-27 00:11:33,1499.6336996336997|1499.6336996336997|1499.6336996336997|-1500.3663003663003|-497.43589743589746
415,2026-02-27 00:11:33,-3.663003663003663|-359.7069597069597|582.4175824175824|-1307.6923076923076|-25.641025641025642
416,2026-02-27 00:11:33,391.94139194139194|-156.7765567765568|582.4175824175824|-1316.4835164835165|37.362637362637365
417,2026-02-27 00:11:33,405.12820512820514|-87.91208791208791|687.9120879120879|-1275.4578754578754|107.6923076923077
418,2026-02-27 00:11:33,421.24542124542126|61.53846153846154|781.6849816849817|-1201.4652014652015|169.96336996336996
419,2026-02-27 00:11:33,550.1831501831501|93.04029304029304|1069.5970695970695|-945.054945054945|460.8058608058608
420,2026-02-27 00:11:33,857.8754578754579|452.01465201465203|1451.2820512820513|-850.5494505494505|483.5164835164835
421,2026-02-27 00:11:33,679.8534798534798|306.959706959707|1019.047619047619|-1240.2930402930403|44.688644688644686
422,2026-02-27 00:11:33,263.003663003663|-84.24908424908425|569.2307692307693|-1500.3663003663003|-206.5934065934066
423,2026-02-27 00:11:33,41.75824175824176|-214.65201465201466|548.7179487179487|-1500.3663003663003|-314.2857142857143
424,2026-02-27 00:11:33,13.91941391941392|-235.16483516483515|573.6263736263736|-1500.3663003663003|-238.0952380952381
425,2026-02-27 00:11:33,57.875457875457876|-286.4468864468864|567.7655677655678|-1500.3663003663003|-260.0732600732601
426,2026-02-27 00:11:33,63.73626373626374|-203.66300366300365|624.1758241758242|-1500.3663003663003|-211.7216117216117
427,2026-02-27 00:11:33,-3.663003663003663|-249.08424908424908|613.1868131868132|-1500.3663003663003|-258.6080586080586
428,2026-02-27 00:11:33,38.827838827838825|-258.6080586080586|694.5054945054945|-1477.6556776556777|-158.97435897435898
429,2026-02-27 00:11:33,-84.98168498168498|-172.16117216117217|673.992673992674|-1474.7252747252746|-202.93040293040292
430,2026-02-27 00:11:33,-76.92307692307692|-115.01831501831502|706.959706959707|-1458.6080586080586|-191.2087912087912
431,2026-02-27 00:11:33,-31.501831501831504|-101.83150183150182|730.4029304029305|-1398.5347985347985|-157.50915750915752
432,2026-02-27 00:11:33,25.641025641025642|-131.86813186813185|869.5970695970695|-1343.5897435897436|-126.73992673992674
433,2026-02-27 00:11:34,63.73626373626374|3.663003663003663|900.3663003663004|-1353.113553113553|-98.9010989010989
434,2026-02-27 00:11:34,25.641025641025642|-65.2014652014652|916.4835164835165|-1332.6007326007325|-106.22710622710623
435,2026-02-27 00:11:34,19.047619047619047|17.582417582417584|1005.8608058608058|-1259.3406593406594|-115.01831501831502
436,2026-02-27 00:11:34,-8.058608058608058|-2.197802197802198|970.6959706959707|-1235.8974358974358|-52.747252747252745
437,2026-02-27 00:11:34,34.43223443223443|72.52747252747253|978.021978021978|-1249.084249084249|-101.0989010989011
438,2026-02-27 00:11:34,-118.68131868131869|-12.454212454212454|998.5347985347985|-1289.3772893772893|-213.1868131868132
439,2026-02-27 00:11:34,-16.84981684981685|180.21978021978023|1499.6336996336997|345.7875457875458|1288.6446886446886
440,2026-02-27 00:11:34,19.78021978021978|-464.46886446886447|430.03663003663|-1303.2967032967033|-122.34432234432235
441,2026-02-27 00:11:34,-157.50915750915752|97.43589743589743|1142.857142857143|-1064.4688644688645|-89.37728937728937
442,2026-02-27 00:11:34,-88.64468864468864|167.76556776556777|1139.194139194139|-1104.029304029304|-84.24908424908425
443,2026-02-27 00:11:34,-42.49084249084249|174.35897435897436|1353.8461538461538|-905.4945054945055|71.7948717948718
444,2026-02-27 00:11:34,43.223443223443226|380.2197802197802|1485.7142857142858|-775.8241758241758|205.86080586080587
445,2026-02-27 00:11:34,153.1135531135531|495.97069597069594|1499.6336996336997|-473.992673992674|462.27106227106225
446,2026-02-27 00:11:34,312.0879120879121|682.7838827838827|1499.6336996336997|-600.7326007326008|186.8131868131868
447,2026-02-27 00:11:34,-30.036630036630036|120.87912087912088|1073.2600732600733|-1128.2051282051282|-313.5531135531136
448,2026-02-27 00:11:34,-403.6630036630037|-80.58608058608058|790.4761904761905|-1139.194139194139|-435.16483516483515
449,2026-02-27 00:11:34,-636.6300366300367|-160.43956043956044|761.1721611721612|-1056.4102564102564|-351.64835164835165
450,2026-02-27 00:11:34,-578.021978021978|-132.6007326007326|803.6630036630037|-994.1391941391942|-381.68498168498166
451,2026-02-27 00:11:34,-665.934065934066|-73.26007326007326|788.2783882783883|-1008.7912087912088|-351.64835164835165
452,2026-02-27 00:11:34,-589.7435897435897|-70.32967032967034|865.2014652014652|-879.8534798534798|-305.4945054945055
453,2026-02-27 00:11:34,-621.978021978022|-26.373626373626372|783.1501831501831|-969.2307692307693|-380.95238095238096
454,2026-02-27 00:11:34,-596.3369963369963|-126.73992673992674|956.0439560439561|-851.2820512820513|-305.4945054945055
455,2026-02-27 00:11:34,-591.9413919413919|-107.6923076923077|966.3003663003662|-778.7545787545788|-268.13186813186815
456,2026-02-27 00:11:34,-587.5457875457876|-43.223443223443226|1014.6520146520146|-770.6959706959707|-243.2234432234432
457,2026-02-27 00:11:34,-602.1978021978022|85.71428571428571|865.2014652014652|-789.010989010989|-249.8168498168498
458,2026-02-27 00:11:34,-682.7838827838827|-15.384615384615385|904.7619047619048|-788.2783882783883|-255.67765567765568
459,2026-02-27 00:11:35,-595.6043956043956|93.04029304029304|913.5531135531136|-775.8241758241758|-308.42490842490844
460,2026-02-27 00:11:35,-687.1794871794872|10.989010989010989|860.8058608058608|-704.7619047619048|-194.13919413919413
461,2026-02-27 00:11:35,-630.7692307692307|163.36996336996336|991.2087912087912|-636.6300366300367|-164.83516483516485
462,2026-02-27 00:11:35,-635.1648351648352|186.8131868131868|999.2673992673992|-569.2307692307693|-145.78754578754578
463,2026-02-27 00:11:35,-677.6556776556777|135.53113553113553|994.1391941391942|-572.1611721611722|-145.05494505494505
464,2026-02-27 00:11:35,-750.9157509157509|186.8131868131868|1049.084249084249|-345.05494505494505|663.003663003663
465,2026-02-27 00:11:35,803.6630036630037|1499.6336996336997|1421.978021978022|-874.7252747252747|-522.3443223443223
466,2026-02-27 00:11:35,-862.2710622710623|134.06593406593407|1024.9084249084249|-438.0952380952381|-21.245421245421245
467,2026-02-27 00:11:35,-756.7765567765567|80.58608058608058|1150.915750915751|-354.57875457875457|38.827838827838825
468,2026-02-27 00:11:35,-643.9560439560439|202.93040293040292|1110.6227106227107|-261.53846153846155|110.62271062271063
469,2026-02-27 00:11:35,-705.4945054945055|326.7399267399267|1168.4981684981685|-154.57875457875457|261.53846153846155
470,2026-02-27 00:11:35,-501.83150183150184|418.31501831501834|1439.5604395604396|52.747252747252745|503.2967032967033
471,2026-02-27 00:11:35,-296.7032967032967|674.7252747252747|1499.6336996336997|243.95604395604394|642.4908424908425
472,2026-02-27 00:11:35,-392.6739926739927|498.9010989010989|1082.051282051282|-267.3992673992674|27.83882783882784
473,2026-02-27 00:11:35,-956.7765567765567|32.967032967032964|536.996336996337|-591.2087912087912|-182.41758241758242
474,2026-02-27 00:11:35,-1092.3076923076924|-79.85347985347985|571.4285714285714|-576.5567765567765|-136.996336996337
475,2026-02-27 00:11:35,-1087.9120879120878|-75.45787545787546|608.0586080586081|-501.83150183150184|-84.24908424908425
476,2026-02-27 00:11:35,-1097.4358974358975|-72.52747252747253|641.025641025641|-471.06227106227107|-43.223443223443226
477,2026-02-27 00:11:35,-1142.1245421245421|-41.75824175824176|534.7985347985348|-497.43589743589746|-31.501831501831504
478,2026-02-27 00:11:35,-1138.4615384615386|-109.15750915750915|603.6630036630037|-576.5567765567765|-35.8974358974359
479,2026-02-27 00:11:35,-1140.6593406593406|-63.00366300366301|487.9120879120879|-393.4065934065934|32.234432234432234
