Packet_Number,Timestamp,Data
181,2026-02-26 22:17:19,[-224.9084249084249|-221.24542124542126|-220.51282051282053|-225.64102564102564|-224.17582417582418]
182,2026-02-26 22:17:19,[-213.1868131868132|-213.91941391941393|-208.05860805860806|-201.46520146520146|-201.46520146520146]
183,2026-02-26 22:17:19,[-195.6043956043956|-183.88278388278388|-179.48717948717947|-179.48717948717947|-179.48717948717947]
184,2026-02-26 22:17:19,[-194.13919413919413|-208.7912087912088|-193.4065934065934|-175.0915750915751|-189.01098901098902]
185,2026-02-26 22:17:19,[-178.02197802197801|-172.16117216117217|-167.76556776556777|-120.14652014652015|-88.64468864468864]
186,2026-02-26 22:17:19,[-87.91208791208791|-112.08791208791209|-131.13553113553112|-170.6959706959707|-181.6849816849817]
187,2026-02-26 22:17:19,[-172.16117216117217|-169.23076923076923|-164.83516483516485|-153.1135531135531|-167.76556776556777]
188,2026-02-26 22:17:19,[-156.7765567765568|37.362637362637365|649.8168498168499|1499.6336996336997|1499.6336996336997]
189,2026-02-26 22:17:19,[139.9267399267399|-797.8021978021978|-648.3516483516484|-342.12454212454213|-165.56776556776558]
190,2026-02-26 22:17:19,[-134.06593406593407|-134.06593406593407|-112.08791208791209|-88.64468864468864|-72.52747252747253]
191,2026-02-26 22:17:19,[-50.54945054945055|-43.223443223443226|-32.234432234432234|-15.384615384615385|6.593406593406593]
192,2026-02-26 22:17:19,[28.571428571428573|66.66666666666667|99.63369963369964|123.80952380952381|145.78754578754578]
193,2026-02-26 22:17:19,[179.48717948717947|213.1868131868132|271.79487179487177|323.0769230769231|378.75457875457874]
194,2026-02-26 22:17:19,[435.8974358974359|476.9230769230769|507.6923076923077|523.8095238095239|529.6703296703297]
195,2026-02-26 22:17:19,[507.6923076923077|465.2014652014652|390.4761904761905|258.6080586080586|135.53113553113553]
196,2026-02-26 22:17:19,[22.71062271062271|-68.13186813186813|-141.3919413919414|-197.06959706959708|-238.82783882783883]
