Packet_Number,Timestamp,Data
1,2026-02-26 22:17:12,[110945|0]
2,2026-02-26 22:17:12,[110931|0]
3,2026-02-26 22:17:12,[110991|0]
4,2026-02-26 22:17:12,[111008|0]
5,2026-02-26 22:17:12,[111038|0]
6,2026-02-26 22:17:12,[111074|0]
7,2026-02-26 22:17:12,[111100|0]
8,2026-02-26 22:17:12,[111117|0]
9,2026-02-26 22:17:12,[111177|0]
10,2026-02-26 22:17:12,[111217|0]
11,2026-02-26 22:17:12,[111094|0]
12,2026-02-26 22:17:12,[110812|0]
13,2026-02-26 22:17:12,[110718|0]
14,2026-02-26 22:17:12,[110735|0]
15,2026-02-26 22:17:12,[110864|0]
16,2026-02-26 22:17:12,[110910|0]
17,2026-02-26 22:17:12,[110941|0]
18,2026-02-26 22:17:12,[110930|0]
19,2026-02-26 22:17:12,[110888|0]
20,2026-02-26 22:17:12,[110847|0]
21,2026-02-26 22:17:12,[110904|0]
22,2026-02-26 22:17:13,[110955|0]
23,2026-02-26 22:17:13,[111020|0]
24,2026-02-26 22:17:13,[111059|0]
25,2026-02-26 22:17:13,[111071|0]
26,2026-02-26 22:17:13,[111057|0]
27,2026-02-26 22:17:13,[111115|0]
28,2026-02-26 22:17:13,[111139|0]
29,2026-02-26 22:17:13,[111158|0]
30,2026-02-26 22:17:13,[111214|0]
31,2026-02-26 22:17:13,[111280|0]
32,2026-02-26 22:17:13,[111257|0]
33,2026-02-26 22:17:13,[111011|0]
34,2026-02-26 22:17:13,[110781|0]
35,2026-02-26 22:17:13,[110755|0]
36,2026-02-26 22:17:13,[110834|0]
37,2026-02-26 22:17:13,[110902|0]
38,2026-02-26 22:17:13,[110907|0]
39,2026-02-26 22:17:13,[110944|0]
40,2026-02-26 22:17:13,[110924|0]
41,2026-02-26 22:17:13,[110927|0]
42,2026-02-26 22:17:13,[110940|0]
43,2026-02-26 22:17:13,[110963|0]
44,2026-02-26 22:17:13,[111009|0]
45,2026-02-26 22:17:13,[111067|0]
46,2026-02-26 22:17:13,[111109|0]
47,2026-02-26 22:17:14,[111142|0]
48,2026-02-26 22:17:14,[111157|0]
49,2026-02-26 22:17:14,[111155|0]
50,2026-02-26 22:17:14,[111173|0]
51,2026-02-26 22:17:14,[111222|0]
52,2026-02-26 22:17:14,[111269|0]
53,2026-02-26 22:17:14,[111277|0]
54,2026-02-26 22:17:14,[110989|0]
55,2026-02-26 22:17:14,[110775|0]
56,2026-02-26 22:17:14,[110755|0]
57,2026-02-26 22:17:14,[110859|0]
58,2026-02-26 22:17:14,[110925|0]
59,2026-02-26 22:17:14,[110940|0]
60,2026-02-26 22:17:14,[110957|0]
61,2026-02-26 22:17:14,[110929|0]
62,2026-02-26 22:17:14,[110895|0]
63,2026-02-26 22:17:14,[110929|0]
64,2026-02-26 22:17:14,[110972|0]
65,2026-02-26 22:17:14,[111019|0]
66,2026-02-26 22:17:14,[111055|0]
67,2026-02-26 22:17:14,[111074|0]
68,2026-02-26 22:17:14,[111076|0]
69,2026-02-26 22:17:14,[111097|0]
70,2026-02-26 22:17:14,[111107|0]
71,2026-02-26 22:17:14,[111130|0]
72,2026-02-26 22:17:14,[111185|0]
73,2026-02-26 22:17:15,[111134|0]
74,2026-02-26 22:17:15,[110865|0]
75,2026-02-26 22:17:15,[110705|0]
76,2026-02-26 22:17:15,[110727|0]
77,2026-02-26 22:17:15,[110820|0]
78,2026-02-26 22:17:15,[110872|0]
79,2026-02-26 22:17:15,[110876|0]
80,2026-02-26 22:17:15,[110873|0]
81,2026-02-26 22:17:15,[110844|0]
82,2026-02-26 22:17:15,[110833|0]
83,2026-02-26 22:17:15,[110866|0]
84,2026-02-26 22:17:15,[110900|0]
85,2026-02-26 22:17:15,[110922|0]
86,2026-02-26 22:17:15,[110967|0]
87,2026-02-26 22:17:15,[110997|0]
88,2026-02-26 22:17:15,[110997|0]
89,2026-02-26 22:17:15,[110990|0]
