Packet_Number,Timestamp,Data
100,2026-01-31 19:26:09,[-97.43589743589743|-413.9194139194139|-255.67765567765568|-106.22710622710623|-71.06227106227107]
101,2026-01-31 19:26:10,[-78.3882783882784|-71.06227106227107|-60.07326007326007|-76.19047619047619|-53.47985347985348]
102,2026-01-31 19:26:10,[-54.21245421245421|-52.014652014652015|-38.095238095238095|-38.827838827838825|-25.641025641025642]
103,2026-01-31 19:26:10,[-19.047619047619047|-6.593406593406593|12.454212454212454|16.84981684981685|38.827838827838825]
104,2026-01-31 19:26:10,[53.47985347985348|76.92307692307692|100.36630036630036|112.08791208791209|163.36996336996336]
105,2026-01-31 19:26:10,[193.4065934065934|210.25641025641025|227.83882783882783|219.78021978021977|217.58241758241758]
106,2026-01-31 19:26:10,[196.33699633699635|165.56776556776558|115.01831501831502|41.02564102564103|-13.91941391941392]
107,2026-01-31 19:26:10,[-76.19047619047619|-123.07692307692308|-160.43956043956044|-207.32600732600733|-200.0]
108,2026-01-31 19:26:10,[-217.58241758241758|-229.3040293040293|-227.83882783882783|-235.16483516483515|-219.04761904761904]
109,2026-01-31 19:26:10,[-220.51282051282053|-213.1868131868132|-203.66300366300365|-205.86080586080587|-194.13919413919413]
110,2026-01-31 19:26:10,[-199.26739926739927|-200.0|-191.2087912087912|-208.7912087912088|-189.01098901098902]
111,2026-01-31 19:26:10,[-197.06959706959708|-195.6043956043956|-191.2087912087912|-201.46520146520146|-196.33699633699635]
112,2026-01-31 19:26:10,[-200.0|-202.93040293040292|-194.87179487179486|-207.32600732600733|-197.06959706959708]
113,2026-01-31 19:26:10,[-195.6043956043956|-192.67399267399267|-188.2783882783883|-211.7216117216117|-181.6849816849817]
114,2026-01-31 19:26:10,[-192.67399267399267|-188.2783882783883|-180.21978021978023|-181.6849816849817|-172.8937728937729]
115,2026-01-31 19:26:10,[-174.35897435897436|-169.23076923076923|-164.83516483516485|-170.6959706959707|-165.56776556776558]
116,2026-01-31 19:26:10,[-164.10256410256412|-154.57875457875457|-148.71794871794873|-156.04395604395606|-144.32234432234432]
117,2026-01-31 19:26:10,[-147.25274725274724|-144.32234432234432|-135.53113553113553|-146.5201465201465|-146.5201465201465]
118,2026-01-31 19:26:10,[-145.78754578754578|-136.996336996337|-132.6007326007326|-142.85714285714286|-135.53113553113553]
