Packet_Number,Timestamp,Data
436,2026-02-27 00:10:04,-273.2600732600733|-273.2600732600733|-264.46886446886447|-264.46886446886447|-255.67765567765568
437,2026-02-27 00:10:04,-251.28205128205127|-260.8058608058608|-263.7362637362637|-267.3992673992674|-274.72527472527474
438,2026-02-27 00:10:04,-284.98168498168496|-285.7142857142857|-282.05128205128204|-286.4468864468864|-276.1904761904762
439,2026-02-27 00:10:04,-271.79487179487177|-272.5274725274725|-264.46886446886447|-265.9340659340659|-260.0732600732601
440,2026-02-27 00:10:04,-258.6080586080586|-258.6080586080586|-247.61904761904762|-246.8864468864469|-243.95604395604394
441,2026-02-27 00:10:04,-241.75824175824175|-239.56043956043956|-226.37362637362637|-230.03663003663004|-226.37362637362637
442,2026-02-27 00:10:04,-224.9084249084249|-223.44322344322345|-197.06959706959708|-201.46520146520146|-207.32600732600733
443,2026-02-27 00:10:04,-208.05860805860806|-207.32600732600733|-200.0|-196.33699633699635|-188.2783882783883
444,2026-02-27 00:10:04,-190.47619047619048|-199.26739926739927|-189.74358974358975|-189.74358974358975|-183.88278388278388
445,2026-02-27 00:10:04,-178.75457875457874|-167.76556776556777|-155.3113553113553|-147.25274725274724|-131.13553113553112
446,2026-02-27 00:10:04,-135.53113553113553|-112.82051282051282|-72.52747252747253|-76.19047619047619|-86.44688644688645
447,2026-02-27 00:10:04,-100.36630036630036|-141.3919413919414|-156.04395604395606|-165.56776556776558|-156.04395604395606
448,2026-02-27 00:10:04,-145.05494505494505|-156.04395604395606|-145.78754578754578|-148.71794871794873|-72.52747252747253
449,2026-02-27 00:10:04,178.02197802197801|901.0989010989011|1499.6336996336997|1421.978021978022|-38.827838827838825
450,2026-02-27 00:10:05,-778.7545787545788|-629.3040293040293|-323.0769230769231|-167.76556776556777|-132.6007326007326
451,2026-02-27 00:10:05,-119.41391941391942|-108.42490842490842|-85.71428571428571|-76.92307692307692|-64.46886446886447
452,2026-02-27 00:10:05,-43.223443223443226|-35.8974358974359|-13.91941391941392|-6.593406593406593|15.384615384615385
453,2026-02-27 00:10:05,42.49084249084249|64.46886446886447|90.10989010989012|112.08791208791209|147.25274725274724
454,2026-02-27 00:10:05,185.34798534798534|221.97802197802199|287.9120879120879|345.7875457875458|409.5238095238095
455,2026-02-27 00:10:05,479.1208791208791|526.7399267399268|555.3113553113553|553.1135531135532|535.5311355311355
456,2026-02-27 00:10:05,490.1098901098901|402.1978021978022|289.3772893772894|136.996336996337|18.315018315018314
457,2026-02-27 00:10:05,-95.97069597069597|-180.95238095238096|-242.49084249084248|-293.7728937728938|-314.2857142857143
458,2026-02-27 00:10:05,-331.86813186813185|-336.2637362637363|-339.9267399267399|-347.98534798534797|-340.65934065934067
459,2026-02-27 00:10:05,-334.0659340659341|-324.54212454212455|-311.35531135531136|-312.0879120879121|-298.16849816849816
460,2026-02-27 00:10:05,-287.1794871794872|-289.3772893772894|-265.9340659340659|-267.3992673992674|-259.34065934065933
461,2026-02-27 00:10:05,-251.28205128205127|-258.6080586080586|-251.28205128205127|-251.28205128205127|-251.28205128205127
462,2026-02-27 00:10:05,-263.7362637362637|-265.2014652014652|-263.003663003663|-272.5274725274725|-258.6080586080586
463,2026-02-27 00:10:05,-265.9340659340659|-267.3992673992674|-260.0732600732601|-261.53846153846155|-252.01465201465203
464,2026-02-27 00:10:05,-237.36263736263737|-246.8864468864469|-243.95604395604394|-243.95604395604394|-235.16483516483515
